0	0000
810	ࠐ
811	ࠑ
812	ࠒ
813	ࠓ
814	ࠔ
815	ࠕ
816	ࠖ
817	ࠗ
818	࠘
819	࠙
81a	ࠚ
81b	ࠛ
81c	ࠜ
81d	ࠝ
81e	ࠞ
81f	ࠟ
820	ࠠ
821	ࠡ
822	ࠢ
823	ࠣ
824	ࠤ
825	ࠥ
826	ࠦ
827	ࠧ
828	ࠨ
829	ࠩ
82a	ࠪ
82b	ࠫ
82c	ࠬ
82d	࠭
830	࠰
831	࠱
832	࠲
833	࠳
834	࠴
835	࠵
836	࠶
837	࠷
838	࠸
839	࠹
83a	࠺
83b	࠻
83c	࠼
83d	࠽
83e	࠾
840	ࡀ
841	ࡁ
842	ࡂ
843	ࡃ
844	ࡄ
845	ࡅ
846	ࡆ
847	ࡇ
848	ࡈ
849	ࡉ
84a	ࡊ
84b	ࡋ
84c	ࡌ
84d	ࡍ
84e	ࡎ
84f	ࡏ
850	ࡐ
851	ࡑ
852	ࡒ
853	ࡓ
854	ࡔ
855	ࡕ
856	ࡖ
857	ࡗ
858	ࡘ
859	࡙
85a	࡚
85b	࡛
85e	࡞
860	ࡠ
861	ࡡ
862	ࡢ
863	ࡣ
864	ࡤ
865	ࡥ
866	ࡦ
867	ࡧ
868	ࡨ
869	ࡩ
86a	ࡪ
8a0	ࢠ
8a1	ࢡ
8a2	ࢢ
8a3	ࢣ
8a4	ࢤ
8a5	ࢥ
8a6	ࢦ
8a7	ࢧ
8a8	ࢨ
8a9	ࢩ
8aa	ࢪ
8ab	ࢫ
8ac	ࢬ
8ad	ࢭ
8ae	ࢮ
8af	ࢯ
8b0	ࢰ
8b1	ࢱ
8b2	ࢲ
8b3	ࢳ
8b4	ࢴ
8b6	ࢶ
8b7	ࢷ
8b8	ࢸ
8b9	ࢹ
8ba	ࢺ
8bb	ࢻ
8bc	ࢼ
8bd	ࢽ
8d3	࣓
8d4	ࣔ
8d5	ࣕ
8d6	ࣖ
8d7	ࣗ
8d8	ࣘ
8d9	ࣙ
8da	ࣚ
8db	ࣛ
8dc	ࣜ
8dd	ࣝ
8de	ࣞ
8df	ࣟ
8e0	࣠
8e1	࣡
8e2	࣢
8e3	ࣣ
8e4	ࣤ
8e5	ࣥ
8e6	ࣦ
8e7	ࣧ
8e8	ࣨ
8e9	ࣩ
8ea	࣪
8eb	࣫
8ec	࣬
8ed	࣭
8ee	࣮
8ef	࣯
8f0	ࣰ
8f1	ࣱ
8f2	ࣲ
8f3	ࣳ
8f4	ࣴ
8f5	ࣵ
8f6	ࣶ
8f7	ࣷ
8f8	ࣸ
8f9	ࣹ
8fa	ࣺ
8fb	ࣻ
8fc	ࣼ
8fd	ࣽ
8fe	ࣾ
8ff	ࣿ
900	ऀ
901	ँ
902	ं
903	ः
904	ऄ
905	अ
906	आ
907	इ
908	ई
909	उ
90a	ऊ
90b	ऋ
90c	ऌ
90d	ऍ
90e	ऎ
90f	ए
910	ऐ
911	ऑ
912	ऒ
913	ओ
914	औ
915	क
916	ख
917	ग
918	घ
919	ङ
91a	च
91b	छ
91c	ज
91d	झ
91e	ञ
91f	ट
920	ठ
921	ड
922	ढ
923	ण
924	त
925	थ
926	द
927	ध
928	न
929	ऩ
92a	प
92b	फ
92c	ब
92d	भ
92e	म
92f	य
930	र
931	ऱ
932	ल
933	ळ
934	ऴ
935	व
936	श
937	ष
938	स
939	ह
93a	ऺ
93b	ऻ
93c	़
93d	ऽ
93e	ा
93f	ि
940	ी
941	ु
942	ू
943	ृ
944	ॄ
945	ॅ
946	ॆ
947	े
948	ै
949	ॉ
94a	ॊ
94b	ो
94c	ौ
94d	्
94e	ॎ
94f	ॏ
950	ॐ
951	॑
952	॒
953	॓
954	॔
955	ॕ
956	ॖ
957	ॗ
958	क़
959	ख़
95a	ग़
95b	ज़
95c	ड़
95d	ढ़
95e	फ़
95f	य़
960	ॠ
961	ॡ
962	ॢ
963	ॣ
964	।
965	॥
966	०
967	१
968	२
969	३
96a	४
96b	५
96c	६
96d	७
96e	८
96f	९
970	॰
971	ॱ
972	ॲ
973	ॳ
974	ॴ
975	ॵ
976	ॶ
977	ॷ
978	ॸ
979	ॹ
97a	ॺ
97b	ॻ
97c	ॼ
97d	ॽ
97e	ॾ
97f	ॿ
980	ঀ
981	ঁ
982	ং
983	ঃ
985	অ
986	আ
987	ই
988	ঈ
989	উ
98a	ঊ
98b	ঋ
98c	ঌ
98f	এ
990	ঐ
993	ও
994	ঔ
995	ক
996	খ
997	গ
998	ঘ
999	ঙ
99a	চ
99b	ছ
99c	জ
99d	ঝ
99e	ঞ
99f	ট
9a0	ঠ
9a1	ড
9a2	ঢ
9a3	ণ
9a4	ত
9a5	থ
9a6	দ
9a7	ধ
9a8	ন
9aa	প
9ab	ফ
9ac	ব
9ad	ভ
9ae	ম
9af	য
9b0	র
9b2	ল
9b6	শ
9b7	ষ
9b8	স
9b9	হ
9bc	়
9bd	ঽ
9be	া
9bf	ি
9c0	ী
9c1	ু
9c2	ূ
9c3	ৃ
9c4	ৄ
9c7	ে
9c8	ৈ
9cb	ো
9cc	ৌ
9cd	্
9ce	ৎ
9d7	ৗ
9dc	ড়
9dd	ঢ়
9df	য়
9e0	ৠ
9e1	ৡ
9e2	ৢ
9e3	ৣ
9e6	০
9e7	১
9e8	২
9e9	৩
9ea	৪
9eb	৫
9ec	৬
9ed	৭
9ee	৮
9ef	৯
9f0	ৰ
9f1	ৱ
9f2	৲
9f3	৳
9f4	৴
9f5	৵
9f6	৶
9f7	৷
9f8	৸
9f9	৹
9fa	৺
9fb	৻
9fc	ৼ
9fd	৽
9fe	৾
a01	ਁ
a02	ਂ
a03	ਃ
a05	ਅ
a06	ਆ
a07	ਇ
a08	ਈ
a09	ਉ
a0a	ਊ
a0f	ਏ
a10	ਐ
a13	ਓ
a14	ਔ
a15	ਕ
a16	ਖ
a17	ਗ
a18	ਘ
a19	ਙ
a1a	ਚ
a1b	ਛ
a1c	ਜ
a1d	ਝ
a1e	ਞ
a1f	ਟ
a20	ਠ
a21	ਡ
a22	ਢ
a23	ਣ
a24	ਤ
a25	ਥ
a26	ਦ
a27	ਧ
a28	ਨ
a2a	ਪ
a2b	ਫ
a2c	ਬ
a2d	ਭ
a2e	ਮ
a2f	ਯ
a30	ਰ
a32	ਲ
a33	ਲ਼
a35	ਵ
a36	ਸ਼
a38	ਸ
a39	ਹ
a3c	਼
a3e	ਾ
a3f	ਿ
a40	ੀ
a41	ੁ
a42	ੂ
a47	ੇ
a48	ੈ
a4b	ੋ
a4c	ੌ
a4d	੍
a51	ੑ
a59	ਖ਼
a5a	ਗ਼
a5b	ਜ਼
a5c	ੜ
a5e	ਫ਼
a66	੦
a67	੧
a68	੨
a69	੩
a6a	੪
a6b	੫
a6c	੬
a6d	੭
a6e	੮
a6f	੯
a70	ੰ
a71	ੱ
a72	ੲ
a73	ੳ
a74	ੴ
a75	ੵ
a76	੶
a81	ઁ
a82	ં
a83	ઃ
a85	અ
a86	આ
a87	ઇ
a88	ઈ
a89	ઉ
a8a	ઊ
a8b	ઋ
a8c	ઌ
a8d	ઍ
a8f	એ
a90	ઐ
a91	ઑ
a93	ઓ
a94	ઔ
a95	ક
a96	ખ
a97	ગ
a98	ઘ
a99	ઙ
a9a	ચ
a9b	છ
a9c	જ
a9d	ઝ
a9e	ઞ
a9f	ટ
aa0	ઠ
aa1	ડ
aa2	ઢ
aa3	ણ
aa4	ત
aa5	થ
aa6	દ
aa7	ધ
aa8	ન
aaa	પ
aab	ફ
aac	બ
aad	ભ
aae	મ
aaf	ય
ab0	ર
ab2	લ
ab3	ળ
ab5	વ
ab6	શ
ab7	ષ
ab8	સ
ab9	હ
abc	઼
abd	ઽ
abe	ા
abf	િ
ac0	ી
ac1	ુ
ac2	ૂ
ac3	ૃ
ac4	ૄ
ac5	ૅ
ac7	ે
ac8	ૈ
ac9	ૉ
acb	ો
acc	ૌ
acd	્
ad0	ૐ
ae0	ૠ
ae1	ૡ
ae2	ૢ
ae3	ૣ
ae6	૦
ae7	૧
ae8	૨
ae9	૩
aea	૪
aeb	૫
aec	૬
aed	૭
aee	૮
aef	૯
af0	૰
af1	૱
af9	ૹ
afa	ૺ
afb	ૻ
afc	ૼ
afd	૽
afe	૾
aff	૿
b01	ଁ
b02	ଂ
b03	ଃ
b05	ଅ
b06	ଆ
b07	ଇ
b08	ଈ
b09	ଉ
b0a	ଊ
b0b	ଋ
b0c	ଌ
b0f	ଏ
b10	ଐ
b13	ଓ
b14	ଔ
b15	କ
b16	ଖ
b17	ଗ
b18	ଘ
b19	ଙ
b1a	ଚ
b1b	ଛ
b1c	ଜ
b1d	ଝ
b1e	ଞ
b1f	ଟ
b20	ଠ
b21	ଡ
b22	ଢ
b23	ଣ
b24	ତ
b25	ଥ
b26	ଦ
b27	ଧ
b28	ନ
b2a	ପ
b2b	ଫ
b2c	ବ
b2d	ଭ
b2e	ମ
b2f	ଯ
b30	ର
b32	ଲ
b33	ଳ
b35	ଵ
b36	ଶ
b37	ଷ
b38	ସ
b39	ହ
b3c	଼
b3d	ଽ
b3e	ା
b3f	ି
b40	ୀ
b41	ୁ
b42	ୂ
b43	ୃ
b44	ୄ
b47	େ
b48	ୈ
b4b	ୋ
b4c	ୌ
b4d	୍
b56	ୖ
b57	ୗ
b5c	ଡ଼
b5d	ଢ଼
b5f	ୟ
b60	ୠ
b61	ୡ
b62	ୢ
b63	ୣ
b66	୦
b67	୧
b68	୨
b69	୩
b6a	୪
b6b	୫
b6c	୬
b6d	୭
b6e	୮
b6f	୯
b70	୰
b71	ୱ
b72	୲
b73	୳
b74	୴
b75	୵
b76	୶
b77	୷
b82	ஂ
b83	ஃ
b85	அ
b86	ஆ
b87	இ
b88	ஈ
b89	உ
b8a	ஊ
b8e	எ
b8f	ஏ
b90	ஐ
b92	ஒ
b93	ஓ
b94	ஔ
b95	க
b99	ங
b9a	ச
b9c	ஜ
b9e	ஞ
b9f	ட
ba3	ண
ba4	த
ba8	ந
ba9	ன
baa	ப
bae	ம
baf	ய
bb0	ர
bb1	ற
bb2	ல
bb3	ள
bb4	ழ
bb5	வ
bb6	ஶ
bb7	ஷ
bb8	ஸ
bb9	ஹ
bbe	ா
bbf	ி
bc0	ீ
bc1	ு
bc2	ூ
bc6	ெ
bc7	ே
bc8	ை
bca	ொ
bcb	ோ
bcc	ௌ
bcd	்
bd0	ௐ
bd7	ௗ
be6	௦
be7	௧
be8	௨
be9	௩
bea	௪
beb	௫
bec	௬
bed	௭
bee	௮
bef	௯
bf0	௰
bf1	௱
bf2	௲
bf3	௳
bf4	௴
bf5	௵
bf6	௶
bf7	௷
bf8	௸
bf9	௹
bfa	௺
c00	ఀ
c01	ఁ
c02	ం
c03	ః
c04	ఄ
c05	అ
c06	ఆ
c07	ఇ
c08	ఈ
c09	ఉ
c0a	ఊ
c0b	ఋ
c0c	ఌ
c0e	ఎ
c0f	ఏ
c10	ఐ
c12	ఒ
c13	ఓ
c14	ఔ
c15	క
c16	ఖ
c17	గ
c18	ఘ
c19	ఙ
c1a	చ
c1b	ఛ
c1c	జ
c1d	ఝ
c1e	ఞ
c1f	ట
c20	ఠ
c21	డ
c22	ఢ
c23	ణ
c24	త
c25	థ
c26	ద
c27	ధ
c28	న
c2a	ప
c2b	ఫ
c2c	బ
c2d	భ
c2e	మ
c2f	య
c30	ర
c31	ఱ
c32	ల
c33	ళ
c34	ఴ
c35	వ
c36	శ
c37	ష
c38	స
c39	హ
c3d	ఽ
c3e	ా
c3f	ి
c40	ీ
c41	ు
c42	ూ
c43	ృ
c44	ౄ
c46	ె
c47	ే
c48	ై
c4a	ొ
c4b	ో
c4c	ౌ
c4d	్
c55	ౕ
c56	ౖ
c58	ౘ
c59	ౙ
c5a	ౚ
c60	ౠ
c61	ౡ
c62	ౢ
c63	ౣ
c66	౦
c67	౧
c68	౨
c69	౩
c6a	౪
c6b	౫
c6c	౬
c6d	౭
c6e	౮
c6f	౯
c78	౸
c79	౹
c7a	౺
c7b	౻
c7c	౼
c7d	౽
c7e	౾
c7f	౿
c80	ಀ
c81	ಁ
c82	ಂ
c83	ಃ
c84	಄
c85	ಅ
c86	ಆ
c87	ಇ
c88	ಈ
c89	ಉ
c8a	ಊ
c8b	ಋ
c8c	ಌ
c8e	ಎ
c8f	ಏ
c90	ಐ
c92	ಒ
c93	ಓ
c94	ಔ
c95	ಕ
c96	ಖ
c97	ಗ
c98	ಘ
c99	ಙ
c9a	ಚ
c9b	ಛ
c9c	ಜ
c9d	ಝ
c9e	ಞ
c9f	ಟ
ca0	ಠ
ca1	ಡ
ca2	ಢ
ca3	ಣ
ca4	ತ
ca5	ಥ
ca6	ದ
ca7	ಧ
ca8	ನ
caa	ಪ
cab	ಫ
cac	ಬ
cad	ಭ
cae	ಮ
caf	ಯ
cb0	ರ
cb1	ಱ
cb2	ಲ
cb3	ಳ
cb5	ವ
cb6	ಶ
cb7	ಷ
cb8	ಸ
cb9	ಹ
cbc	಼
cbd	ಽ
cbe	ಾ
cbf	ಿ
cc0	ೀ
cc1	ು
cc2	ೂ
cc3	ೃ
cc4	ೄ
cc6	ೆ
cc7	ೇ
cc8	ೈ
cca	ೊ
ccb	ೋ
ccc	ೌ
ccd	್
cd5	ೕ
cd6	ೖ
cde	ೞ
ce0	ೠ
ce1	ೡ
ce2	ೢ
ce3	ೣ
ce6	೦
ce7	೧
ce8	೨
ce9	೩
cea	೪
ceb	೫
cec	೬
ced	೭
cee	೮
cef	೯
cf1	ೱ
cf2	ೲ
d00	ഀ
d01	ഁ
d02	ം
d03	ഃ
d05	അ
d06	ആ
d07	ഇ
d08	ഈ
d09	ഉ
d0a	ഊ
d0b	ഋ
d0c	ഌ
d0e	എ
d0f	ഏ
d10	ഐ
d12	ഒ
d13	ഓ
d14	ഔ
d15	ക
d16	ഖ
d17	ഗ
d18	ഘ
d19	ങ
d1a	ച
d1b	ഛ
d1c	ജ
d1d	ഝ
d1e	ഞ
d1f	ട
d20	ഠ
d21	ഡ
d22	ഢ
d23	ണ
d24	ത
d25	ഥ
d26	ദ
d27	ധ
d28	ന
d29	ഩ
d2a	പ
d2b	ഫ
d2c	ബ
d2d	ഭ
d2e	മ
d2f	യ
d30	ര
d31	റ
d32	ല
d33	ള
d34	ഴ
d35	വ
d36	ശ
d37	ഷ
d38	സ
d39	ഹ
d3a	ഺ
d3b	഻
d3c	഼
d3d	ഽ
d3e	ാ
d3f	ി
d40	ീ
d41	ു
d42	ൂ
d43	ൃ
d44	ൄ
d46	െ
d47	േ
d48	ൈ
d4a	ൊ
d4b	ോ
d4c	ൌ
d4d	്
d4e	ൎ
d4f	൏
d54	ൔ
d55	ൕ
d56	ൖ
d57	ൗ
d58	൘
d59	൙
d5a	൚
d5b	൛
d5c	൜
d5d	൝
d5e	൞
d5f	ൟ
d60	ൠ
d61	ൡ
d62	ൢ
d63	ൣ
d66	൦
d67	൧
d68	൨
d69	൩
d6a	൪
d6b	൫
d6c	൬
d6d	൭
d6e	൮
d6f	൯
d70	൰
d71	൱
d72	൲
d73	൳
d74	൴
d75	൵
d76	൶
d77	൷
d78	൸
d79	൹
d7a	ൺ
d7b	ൻ
d7c	ർ
d7d	ൽ
d7e	ൾ
d7f	ൿ
d82	ං
d83	ඃ
d85	අ
d86	ආ
d87	ඇ
d88	ඈ
d89	ඉ
d8a	ඊ
d8b	උ
d8c	ඌ
d8d	ඍ
d8e	ඎ
d8f	ඏ
d90	ඐ
d91	එ
d92	ඒ
d93	ඓ
d94	ඔ
d95	ඕ
d96	ඖ
d9a	ක
d9b	ඛ
d9c	ග
d9d	ඝ
d9e	ඞ
d9f	ඟ
da0	ච
da1	ඡ
da2	ජ
da3	ඣ
da4	ඤ
da5	ඥ
da6	ඦ
da7	ට
da8	ඨ
da9	ඩ
daa	ඪ
dab	ණ
dac	ඬ
dad	ත
dae	ථ
daf	ද
db0	ධ
db1	න
db3	ඳ
db4	ප
db5	ඵ
db6	බ
db7	භ
db8	ම
db9	ඹ
dba	ය
dbb	ර
dbd	ල
dc0	ව
dc1	ශ
dc2	ෂ
dc3	ස
dc4	හ
dc5	ළ
dc6	ෆ
dca	්
dcf	ා
dd0	ැ
dd1	ෑ
dd2	ි
dd3	ී
dd4	ු
dd6	ූ
dd8	ෘ
dd9	ෙ
dda	ේ
ddb	ෛ
ddc	ො
ddd	ෝ
dde	ෞ
ddf	ෟ
de6	෦
de7	෧
de8	෨
de9	෩
dea	෪
deb	෫
dec	෬
ded	෭
dee	෮
def	෯
df2	ෲ
df3	ෳ
df4	෴
e01	ก
e02	ข
e03	ฃ
e04	ค
e05	ฅ
e06	ฆ
e07	ง
e08	จ
e09	ฉ
e0a	ช
e0b	ซ
e0c	ฌ
e0d	ญ
e0e	ฎ
e0f	ฏ
e10	ฐ
e11	ฑ
e12	ฒ
e13	ณ
e14	ด
e15	ต
e16	ถ
e17	ท
e18	ธ
e19	น
e1a	บ
e1b	ป
e1c	ผ
e1d	ฝ
e1e	พ
e1f	ฟ
e20	ภ
e21	ม
e22	ย
e23	ร
e24	ฤ
e25	ล
e26	ฦ
e27	ว
e28	ศ
e29	ษ
e2a	ส
e2b	ห
e2c	ฬ
e2d	อ
e2e	ฮ
e2f	ฯ
e30	ะ
e31	ั
e32	า
e33	ำ
e34	ิ
e35	ี
e36	ึ
e37	ื
e38	ุ
e39	ู
e3a	ฺ
e3f	฿
e40	เ
e41	แ
e42	โ
e43	ใ
e44	ไ
e45	ๅ
e46	ๆ
e47	็
e48	่
e49	้
e4a	๊
e4b	๋
e4c	์
e4d	ํ
e4e	๎
e4f	๏
e50	๐
e51	๑
e52	๒
e53	๓
e54	๔
e55	๕
e56	๖
e57	๗
e58	๘
e59	๙
e5a	๚
e5b	๛
e81	ກ
e82	ຂ
e84	ຄ
e87	ງ
e88	ຈ
e8a	ຊ
e8d	ຍ
e94	ດ
e95	ຕ
e96	ຖ
e97	ທ
e99	ນ
e9a	ບ
e9b	ປ
e9c	ຜ
e9d	ຝ
e9e	ພ
e9f	ຟ
ea1	ມ
ea2	ຢ
ea3	ຣ
ea5	ລ
ea7	ວ
eaa	ສ
eab	ຫ
ead	ອ
eae	ຮ
eaf	ຯ
eb0	ະ
eb1	ັ
eb2	າ
eb3	ຳ
eb4	ິ
eb5	ີ
eb6	ຶ
eb7	ື
eb8	ຸ
eb9	ູ
ebb	ົ
ebc	ຼ
ebd	ຽ
ec0	ເ
ec1	ແ
ec2	ໂ
ec3	ໃ
ec4	ໄ
ec6	ໆ
ec8	່
ec9	້
eca	໊
ecb	໋
ecc	໌
ecd	ໍ
ed0	໐
ed1	໑
ed2	໒
ed3	໓
ed4	໔
ed5	໕
ed6	໖
ed7	໗
ed8	໘
ed9	໙
edc	ໜ
edd	ໝ
ede	ໞ
edf	ໟ
f00	ༀ
f01	༁
f02	༂
f03	༃
f04	༄
f05	༅
f06	༆
f07	༇
f08	༈
f09	༉
f0a	༊
f0b	་
f0c	༌
f0d	།
f0e	༎
f0f	༏
f10	༐
f11	༑
f12	༒
f13	༓
f14	༔
f15	༕
f16	༖
f17	༗
f18	༘
f19	༙
f1a	༚
f1b	༛
f1c	༜
f1d	༝
f1e	༞
f1f	༟
f20	༠
f21	༡
f22	༢
f23	༣
f24	༤
f25	༥
f26	༦
f27	༧
f28	༨
f29	༩
f2a	༪
f2b	༫
f2c	༬
f2d	༭
f2e	༮
f2f	༯
f30	༰
f31	༱
f32	༲
f33	༳
f34	༴
f35	༵
f36	༶
f37	༷
f38	༸
f39	༹
f3a	༺
f3b	༻
f3c	༼
f3d	༽
f3e	༾
f3f	༿
f40	ཀ
f41	ཁ
f42	ག
f43	གྷ
f44	ང
f45	ཅ
f46	ཆ
f47	ཇ
f49	ཉ
f4a	ཊ
f4b	ཋ
f4c	ཌ
f4d	ཌྷ
f4e	ཎ
f4f	ཏ
f50	ཐ
f51	ད
f52	དྷ
f53	ན
f54	པ
f55	ཕ
f56	བ
f57	བྷ
f58	མ
f59	ཙ
f5a	ཚ
f5b	ཛ
f5c	ཛྷ
f5d	ཝ
f5e	ཞ
f5f	ཟ
f60	འ
f61	ཡ
f62	ར
f63	ལ
f64	ཤ
f65	ཥ
f66	ས
f67	ཧ
f68	ཨ
f69	ཀྵ
f6a	ཪ
f6b	ཫ
f6c	ཬ
f71	ཱ
f72	ི
f73	ཱི
f74	ུ
f75	ཱུ
f76	ྲྀ
f77	ཷ
f78	ླྀ
f79	ཹ
f7a	ེ
f7b	ཻ
f7c	ོ
f7d	ཽ
f7e	ཾ
f7f	ཿ
f80	ྀ
f81	ཱྀ
f82	ྂ
f83	ྃ
f84	྄
f85	྅
f86	྆
f87	྇
f88	ྈ
f89	ྉ
f8a	ྊ
f8b	ྋ
f8c	ྌ
f8d	ྍ
f8e	ྎ
f8f	ྏ
f90	ྐ
f91	ྑ
f92	ྒ
f93	ྒྷ
f94	ྔ
f95	ྕ
f96	ྖ
f97	ྗ
f99	ྙ
f9a	ྚ
f9b	ྛ
f9c	ྜ
f9d	ྜྷ
f9e	ྞ
f9f	ྟ
fa0	ྠ
fa1	ྡ
fa2	ྡྷ
fa3	ྣ
fa4	ྤ
fa5	ྥ
fa6	ྦ
fa7	ྦྷ
fa8	ྨ
fa9	ྩ
faa	ྪ
fab	ྫ
fac	ྫྷ
fad	ྭ
fae	ྮ
faf	ྯ
fb0	ྰ
fb1	ྱ
fb2	ྲ
fb3	ླ
fb4	ྴ
fb5	ྵ
fb6	ྶ
fb7	ྷ
fb8	ྸ
fb9	ྐྵ
fba	ྺ
fbb	ྻ
fbc	ྼ
fbe	྾
fbf	྿
fc0	࿀
fc1	࿁
fc2	࿂
fc3	࿃
fc4	࿄
fc5	࿅
fc6	࿆
fc7	࿇
fc8	࿈
fc9	࿉
fca	࿊
fcb	࿋
fcc	࿌
fce	࿎
fcf	࿏
fd0	࿐
fd1	࿑
fd2	࿒
fd3	࿓
fd4	࿔
fd5	࿕
fd6	࿖
fd7	࿗
fd8	࿘
fd9	࿙
fda	࿚
1000	က
1001	ခ
1002	ဂ
1003	ဃ
1004	င
1005	စ
1006	ဆ
1007	ဇ
1008	ဈ
1009	ဉ
100a	ည
100b	ဋ
100c	ဌ
100d	ဍ
100e	ဎ
100f	ဏ
1010	တ
1011	ထ
1012	ဒ
1013	ဓ
1014	န
1015	ပ
1016	ဖ
1017	ဗ
1018	ဘ
1019	မ
101a	ယ
101b	ရ
101c	လ
101d	ဝ
101e	သ
101f	ဟ
1020	ဠ
1021	အ
1022	ဢ
1023	ဣ
1024	ဤ
1025	ဥ
1026	ဦ
1027	ဧ
1028	ဨ
1029	ဩ
102a	ဪ
102b	ါ
102c	ာ
102d	ိ
102e	ီ
102f	ု
1030	ူ
1031	ေ
1032	ဲ
1033	ဳ
1034	ဴ
1035	ဵ
1036	ံ
1037	့
1038	း
1039	္
103a	်
103b	ျ
103c	ြ
103d	ွ
103e	ှ
103f	ဿ
1040	၀
1041	၁
1042	၂
1043	၃
1044	၄
1045	၅
1046	၆
1047	၇
1048	၈
1049	၉
104a	၊
104b	။
104c	၌
104d	၍
104e	၎
104f	၏
1050	ၐ
1051	ၑ
1052	ၒ
1053	ၓ
1054	ၔ
1055	ၕ
1056	ၖ
1057	ၗ
1058	ၘ
1059	ၙ
105a	ၚ
105b	ၛ
105c	ၜ
105d	ၝ
105e	ၞ
105f	ၟ
1060	ၠ
1061	ၡ
1062	ၢ
1063	ၣ
1064	ၤ
1065	ၥ
1066	ၦ
1067	ၧ
1068	ၨ
1069	ၩ
106a	ၪ
106b	ၫ
106c	ၬ
106d	ၭ
106e	ၮ
106f	ၯ
1070	ၰ
1071	ၱ
1072	ၲ
1073	ၳ
1074	ၴ
1075	ၵ
1076	ၶ
1077	ၷ
1078	ၸ
1079	ၹ
107a	ၺ
107b	ၻ
107c	ၼ
107d	ၽ
107e	ၾ
107f	ၿ
1080	ႀ
1081	ႁ
1082	ႂ
1083	ႃ
1084	ႄ
1085	ႅ
1086	ႆ
1087	ႇ
1088	ႈ
1089	ႉ
108a	ႊ
108b	ႋ
108c	ႌ
108d	ႍ
108e	ႎ
108f	ႏ
1090	႐
1091	႑
1092	႒
1093	႓
1094	႔
1095	႕
1096	႖
1097	႗
1098	႘
1099	႙
109a	ႚ
109b	ႛ
109c	ႜ
109d	ႝ
109e	႞
109f	႟
10a0	Ⴀ
10a1	Ⴁ
10a2	Ⴂ
10a3	Ⴃ
10a4	Ⴄ
10a5	Ⴅ
10a6	Ⴆ
10a7	Ⴇ
10a8	Ⴈ
10a9	Ⴉ
10aa	Ⴊ
10ab	Ⴋ
10ac	Ⴌ
10ad	Ⴍ
10ae	Ⴎ
10af	Ⴏ
10b0	Ⴐ
10b1	Ⴑ
10b2	Ⴒ
10b3	Ⴓ
10b4	Ⴔ
10b5	Ⴕ
10b6	Ⴖ
10b7	Ⴗ
10b8	Ⴘ
10b9	Ⴙ
10ba	Ⴚ
10bb	Ⴛ
10bc	Ⴜ
10bd	Ⴝ
10be	Ⴞ
10bf	Ⴟ
10c0	Ⴠ
10c1	Ⴡ
10c2	Ⴢ
10c3	Ⴣ
10c4	Ⴤ
10c5	Ⴥ
10c7	Ⴧ
10cd	Ⴭ
10d0	ა
10d1	ბ
10d2	გ
10d3	დ
10d4	ე
10d5	ვ
10d6	ზ
10d7	თ
10d8	ი
10d9	კ
10da	ლ
10db	მ
10dc	ნ
10dd	ო
10de	პ
10df	ჟ
10e0	რ
10e1	ს
10e2	ტ
10e3	უ
10e4	ფ
10e5	ქ
10e6	ღ
10e7	ყ
10e8	შ
10e9	ჩ
10ea	ც
10eb	ძ
10ec	წ
10ed	ჭ
10ee	ხ
10ef	ჯ
10f0	ჰ
10f1	ჱ
10f2	ჲ
10f3	ჳ
10f4	ჴ
10f5	ჵ
10f6	ჶ
10f7	ჷ
10f8	ჸ
10f9	ჹ
10fa	ჺ
10fb	჻
10fc	ჼ
10fd	ჽ
10fe	ჾ
10ff	ჿ
1100	ᄀ
1101	ᄁ
1102	ᄂ
1103	ᄃ
1104	ᄄ
1105	ᄅ
1106	ᄆ
1107	ᄇ
1108	ᄈ
1109	ᄉ
110a	ᄊ
110b	ᄋ
110c	ᄌ
110d	ᄍ
110e	ᄎ
110f	ᄏ
1110	ᄐ
1111	ᄑ
1112	ᄒ
1113	ᄓ
1114	ᄔ
1115	ᄕ
1116	ᄖ
1117	ᄗ
1118	ᄘ
1119	ᄙ
111a	ᄚ
111b	ᄛ
111c	ᄜ
111d	ᄝ
111e	ᄞ
111f	ᄟ
1120	ᄠ
1121	ᄡ
1122	ᄢ
1123	ᄣ
1124	ᄤ
1125	ᄥ
1126	ᄦ
1127	ᄧ
1128	ᄨ
1129	ᄩ
112a	ᄪ
112b	ᄫ
112c	ᄬ
112d	ᄭ
112e	ᄮ
112f	ᄯ
1130	ᄰ
1131	ᄱ
1132	ᄲ
1133	ᄳ
1134	ᄴ
1135	ᄵ
1136	ᄶ
1137	ᄷ
1138	ᄸ
1139	ᄹ
113a	ᄺ
113b	ᄻ
113c	ᄼ
113d	ᄽ
113e	ᄾ
113f	ᄿ
1140	ᅀ
1141	ᅁ
1142	ᅂ
1143	ᅃ
1144	ᅄ
1145	ᅅ
1146	ᅆ
1147	ᅇ
1148	ᅈ
1149	ᅉ
114a	ᅊ
114b	ᅋ
114c	ᅌ
114d	ᅍ
114e	ᅎ
114f	ᅏ
1150	ᅐ
1151	ᅑ
1152	ᅒ
1153	ᅓ
1154	ᅔ
1155	ᅕ
1156	ᅖ
1157	ᅗ
1158	ᅘ
1159	ᅙ
115a	ᅚ
115b	ᅛ
115c	ᅜ
115d	ᅝ
115e	ᅞ
115f	ᅟ
1160	ᅠ
1161	ᅡ
1162	ᅢ
1163	ᅣ
